,state_in,input_in,state_pred,state_out,timestamp,dt
395,"[-1.50188, -4.97871, 0.269037, -0.545617, -0.122747, -0.411754, -0.719509, 10.6571, 2.73334, -0.380538, -0.861752, 2.15738, 0.204703]","[0.6588070588235294, 0.6619694117647059, 0.6683858823529412, 0.6654058823529412]","[-0.829327, -4.78704, 0.263367, -0.512307, -0.0551931, -0.42844, -0.74225, 11.7167, 3.68103, 0.186304, -1.11344, 2.72845, 0.22781]","[-0.837371, -4.78968, 0.262864, -0.512307, -0.0551931, -0.42844, -0.74225, 11.4514, 3.59106, 0.16868, -1.11344, 2.72845, 0.22781]",23.76,0.060000000000002274
396,"[-0.837371, -4.78968, 0.262864, -0.512307, -0.0551931, -0.42844, -0.74225, 11.4514, 3.59106, 0.16868, -1.11344, 2.72845, 0.22781]","[0.6779082352941177, 0.6812411764705882, 0.6879129411764706, 0.685144705882353]","[-0.123058, -4.53873, 0.290556, -0.468171, 0.028159, -0.443752, -0.763614, 12.3017, 4.79776, 0.742443, -1.38861, 3.20889, 0.245291]","[-0.131295, -4.54198, 0.289907, -0.468171, 0.028159, -0.443752, -0.763614, 12.0315, 4.68835, 0.721149, -1.38861, 3.20889, 0.245291]",23.82,0.05999999999999872
397,"[-0.131295, -4.54198, 0.289907, -0.468171, 0.028159, -0.443752, -0.763614, 12.0315, 4.68835, 0.721149, -1.38861, 3.20889, 0.245291]","[0.6944788235294117, 0.6976047058823529, 0.70448, 0.7022764705882354]","[0.608895, -4.21737, 0.349794, -0.412997, 0.124058, -0.453077, -0.780234, 12.5728, 6.14643, 1.2551, -1.68907, 3.53693, 0.256123]","[0.600689, -4.22107, 0.349212, -0.412997, 0.124058, -0.453077, -0.780234, 12.3042, 6.0236, 1.2371, -1.68907, 3.53693, 0.256123]",23.88,0.05999999999999872
398,"[0.600689, -4.22107, 0.349212, -0.412997, 0.124058, -0.453077, -0.780234, 12.3042, 6.0236, 1.2371, -1.68907, 3.53693, 0.256123]","[0.7083305882352942, 0.7109282352941176, 0.7180905882352941, 0.7166517647058823]","[1.34542, -3.81008, 0.437416, -0.347443, 0.227654, -0.451644, -0.789604, 12.4443, 7.67244, 1.67515, -2.02484, 3.70932, 0.259864]","[1.33729, -3.81396, 0.437075, -0.347443, 0.227654, -0.451644, -0.789604, 12.1776, 7.54535, 1.66558, -2.02484, 3.70932, 0.259864]",23.94,0.060000000000002274
399,"[1.33729, -3.81396, 0.437075, -0.347443, 0.227654, -0.451644, -0.789604, 12.1776, 7.54535, 1.66558, -2.02484, 3.70932, 0.259864]","[0.7180105882352941, 0.7200329411764707, 0.7275352941176471, 0.7267164705882353]","[2.06045, -3.30858, 0.546679, -0.272546, 0.333491, -0.435551, -0.790441, 11.8524, 9.27402, 1.95456, -2.39551, 3.7461, 0.255838]","[2.0522, -3.31241, 0.546621, -0.272546, 0.333491, -0.435551, -0.790441, 11.5803, 9.14867, 1.95393, -2.39551, 3.7461, 0.255838]",24.0,0.05999999999999872
400,"[2.0522, -3.31241, 0.546621, -0.272546, 0.333491, -0.435551, -0.790441, 11.5803, 9.14867, 1.95393, -2.39551, 3.7461, 0.255838]","[0.7237705882352942, 0.7252470588235295, 0.732949411764706, 0.7325658823529412]","[2.72474, -2.71208, 0.667929, -0.189957, 0.435391, -0.402783, -0.782379, 10.7722, 10.8107, 2.05459, -2.7493, 3.63845, 0.244182]","[2.71608, -2.71592, 0.66804, -0.189957, 0.435391, -0.402783, -0.782379, 10.4849, 10.6833, 2.05844, -2.7493, 3.63845, 0.244182]",24.06,0.05999999999999872
401,"[2.71608, -2.71592, 0.66804, -0.189957, 0.435391, -0.402783, -0.782379, 10.4849, 10.6833, 2.05844, -2.7493, 3.63845, 0.244182]","[0.7251023529411764, 0.7259599999999999, 0.7335388235294118, 0.7337235294117647]","[3.30905, -2.02948, 0.789403, -0.102988, 0.526234, -0.354576, -0.765994, 9.23461, 12.1259, 1.95496, -2.98255, 3.35223, 0.228166]","[3.29981, -2.03376, 0.789481, -0.102988, 0.526234, -0.354576, -0.765994, 8.92916, 11.9813, 1.95671, -2.98255, 3.35223, 0.228166]",24.12,0.060000000000002274
402,"[3.29981, -2.03376, 0.789481, -0.102988, 0.526234, -0.354576, -0.765994, 8.92916, 11.9813, 1.95671, -2.98255, 3.35223, 0.228166]","[0.7235188235294118, 0.7236364705882352, 0.7307670588235294, 0.7318811764705881]","[3.78836, -1.27939, 0.898757, -0.0171808, 0.599139, -0.296219, -0.743634, 7.33532, 13.0826, 1.66151, -2.99291, 2.85465, 0.214508]","[3.77882, -1.28468, 0.898656, -0.0171808, 0.599139, -0.296219, -0.743634, 7.02325, 12.9019, 1.65717, -2.99291, 2.85465, 0.214508]",24.18,0.05999999999999872
403,"[3.77882, -1.28468, 0.898656, -0.0171808, 0.599139, -0.296219, -0.743634, 7.02325, 12.9019, 1.65717, -2.99291, 2.85465, 0.214508]","[0.7190764705882353, 0.7183764705882353, 0.7248011764705882, 0.7271882352941176]","[4.14589, -0.487103, 0.985078, 0.0607836, 0.649898, -0.236151, -0.719841, 5.21822, 13.6062, 1.21036, -2.73527, 2.17109, 0.21002]","[4.13673, -0.493778, 0.984821, 0.0607836, 0.649898, -0.236151, -0.719841, 4.92301, 13.3799, 1.20165, -2.73527, 2.17109, 0.21002]",24.24,0.05999999999999872
404,"[4.13673, -0.493778, 0.984821, 0.0607836, 0.649898, -0.236151, -0.719841, 4.92301, 13.3799, 1.20165, -2.73527, 2.17109, 0.21002]","[0.7123105882352941, 0.7109776470588235, 0.7164682352941176, 0.7200447058823529]","[4.37461, 0.320761, 1.04075, 0.125596, 0.678462, -0.183014, -0.700301, 3.03135, 13.7092, 0.661593, -2.27302, 1.37912, 0.217156]","[4.36659, 0.312802, 1.04052, 0.125596, 0.678462, -0.183014, -0.700301, 2.77691, 13.4428, 0.654768, -2.27302, 1.37912, 0.217156]",24.3,0.060000000000002274
405,"[4.36659, 0.312802, 1.04052, 0.125596, 0.678462, -0.183014, -0.700301, 2.77691, 13.4428, 0.654768, -2.27302, 1.37912, 0.217156]","[0.7036482352941177, 0.7019211764705883, 0.7063517647058823, 0.7105941176470588]","[4.47535, 1.12159, 1.06242, 0.175612, 0.687755, -0.142151, -0.689889, 0.883904, 13.4747, 0.0850621, -1.76991, 0.575827, 0.231794]","[4.469, 1.11279, 1.06242, 0.175612, 0.687755, -0.142151, -0.689889, 0.685438, 13.1838, 0.0870972, -1.76991, 0.575827, 0.231794]",24.36,0.05999999999999872
406,"[4.469, 1.11279, 1.06242, 0.175612, 0.687755, -0.142151, -0.689889, 0.685438, 13.1838, 0.0870972, -1.76991, 0.575827, 0.231794]","[0.693309411764706, 0.691315294117647, 0.6944811764705882, 0.6986094117647059]","[4.45339, 1.89937, 1.05091, 0.213569, 0.681177, -0.113704, -0.690983, -1.16637, 13.0115, -0.451839, -1.4217, -0.146332, 0.246512]","[4.44891, 1.89026, 1.05131, 0.213569, 0.681177, -0.113704, -0.690983, -1.30302, 12.7126, -0.436102, -1.4217, -0.146332, 0.246512]",24.42,0.060000000000002274
407,"[4.44891, 1.89026, 1.05131, 0.213569, 0.681177, -0.113704, -0.690983, -1.30302, 12.7126, -0.436102, -1.4217, -0.146332, 0.246512]","[0.6813011764705882, 0.6791294117647059, 0.6809270588235294, 0.6841494117647059]","[4.31574, 2.64434, 1.01075, 0.245637, 0.661151, -0.0928333, -0.702797, -3.09562, 12.4111, -0.889746, -1.38203, -0.700794, 0.256508]","[4.31315, 2.6353, 1.01162, 0.245637, 0.661151, -0.0928333, -0.702797, -3.17048, 12.1164, -0.858553, -1.38203, -0.700794, 0.256508]",24.48,0.05999999999999872
408,"[4.31315, 2.6353, 1.01162, 0.245637, 0.661151, -0.0928333, -0.702797, -3.17048, 12.1164, -0.858553, -1.38203, -0.700794, 0.256508]","[0.6677588235294118, 0.6656564705882353, 0.6663094117647059, 0.6679423529411764]","[4.0701, 3.35074, 0.949541, 0.27926, 0.629406, -0.0714526, -0.721634, -4.88834, 11.7233, -1.17998, -1.69795, -1.01425, 0.26172]","[4.06932, 3.34201, 0.950866, 0.27926, 0.629406, -0.0714526, -0.721634, -4.90515, 11.439, -1.13437, -1.69795, -1.01425, 0.26172]",24.54,0.05999999999999872
409,"[4.06932, 3.34201, 0.950866, 0.27926, 0.629406, -0.0714526, -0.721634, -4.90515, 11.439, -1.13437, -1.69795, -1.01425, 0.26172]","[0.6532741176470589, 0.6517000000000001, 0.6515411764705883, 0.6511729411764706]","[3.72511, 4.01403, 0.877199, 0.32021, 0.587958, -0.0410694, -0.741677, -6.52136, 10.9519, -1.28868, -2.27126, -1.04902, 0.264267]","[3.72592, 4.00567, 0.878902, 0.32021, 0.587958, -0.0410694, -0.741677, -6.48737, 10.6796, -1.23108, -2.27126, -1.04902, 0.264267]",24.6,0.060000000000002274
410,"[3.72592, 4.00567, 0.878902, 0.32021, 0.587958, -0.0410694, -0.741677, -6.48737, 10.6796, -1.23108, -2.27126, -1.04902, 0.264267]","[0.6392882352941177, 0.6387705882352941, 0.6380258823529411, 0.6357211764705882]","[3.29094, 4.62853, 0.804984, 0.369954, 0.539714, 0.00401076, -0.756192, -7.95885, 10.0687, -1.20305, -2.89265, -0.828015, 0.264511]","[3.29306, 4.6205, 0.807001, 0.369954, 0.539714, 0.00401076, -0.756192, -7.88334, 9.80685, -1.13535, -2.89265, -0.828015, 0.264511]",24.66,0.05999999999999872
411,"[3.29306, 4.6205, 0.807001, 0.369954, 0.539714, 0.00401076, -0.756192, -7.88334, 9.80685, -1.13535, -2.89265, -0.828015, 0.264511]","[0.627155294117647, 0.6280376470588236, 0.626729411764706, 0.6230835294117647]","[2.78014, 5.18631, 0.74416, 0.425201, 0.488243, 0.0647811, -0.759359, -9.15442, 9.03748, -0.936958, -3.36607, -0.440359, 0.259754]","[2.78333, 5.17853, 0.746459, 0.425201, 0.488243, 0.0647811, -0.759359, -9.04472, 8.78326, -0.860223, -3.36607, -0.440359, 0.259754]",24.72,0.05999999999999872
412,"[2.78333, 5.17853, 0.746459, 0.425201, 0.488243, 0.0647811, -0.759359, -9.04472, 8.78326, -0.860223, -3.36607, -0.440359, 0.259754]","[0.6179858823529412, 0.6201505882352941, 0.6181705882352941, 0.6140976470588235]","[2.20831, 5.67752, 0.704372, 0.480102, 0.436549, 0.137905, -0.748271, -10.0585, 7.83537, -0.530943, -3.61041, -0.0292483, 0.247528]","[2.21247, 5.66992, 0.70689, 0.480102, 0.436549, 0.137905, -0.748271, -9.9168, 7.5876, -0.447748, -3.61041, -0.0292483, 0.247528]",24.78,0.060000000000002274
413,"[2.21247, 5.66992, 0.70689, 0.480102, 0.436549, 0.137905, -0.748271, -9.9168, 7.5876, -0.447748, -3.61041, -0.0292483, 0.247528]","[0.6127717647058823, 0.6155329411764706, 0.6130047058823529, 0.6094470588235295]","[1.59424, 6.09188, 0.692034, 0.529248, 0.38609, 0.217512, -0.723546, -10.625, 6.47035, -0.0479347, -3.64051, 0.288165, 0.228241]","[1.59941, 6.08456, 0.694597, 0.529248, 0.38609, 0.217512, -0.723546, -10.4502, 6.23235, 0.0354171, -3.64051, 0.288165, 0.228241]",24.84,0.05999999999999872
414,"[1.59941, 6.08456, 0.694597, 0.529248, 0.38609, 0.217512, -0.723546, -10.4502, 6.23235, 0.0354171, -3.64051, 0.288165, 0.228241]","[0.6083152941176471, 0.6109576470588235, 0.6080764705882353, 0.6055964705882353]","[0.959233, 6.42087, 0.709251, 0.569715, 0.336629, 0.297304, -0.68827, -10.8265, 4.98063, 0.442787, -3.53416, 0.441766, 0.205018]","[0.965394, 6.41406, 0.711596, 0.569715, 0.336629, 0.297304, -0.68827, -10.6195, 4.76094, 0.51756, -3.53416, 0.441766, 0.205018]",24.9,0.05999999999999872
415,"[0.965394, 6.41406, 0.711596, 0.569715, 0.336629, 0.297304, -0.68827, -10.6195, 4.76094, 0.51756, -3.53416, 0.441766, 0.205018]","[0.6064188235294118, 0.6083764705882353, 0.605415294117647, 0.6041435294117647]","[0.325315, 6.65935, 0.754019, 0.601237, 0.287189, 0.371263, -0.646684, -10.6612, 3.42978, 0.879589, -3.31169, 0.408218, 0.182533]","[0.332313, 6.65337, 0.755902, 0.601237, 0.287189, 0.371263, -0.646684, -10.4283, 3.23953, 0.938309, -3.31169, 0.408218, 0.182533]",24.96,0.060000000000002274
416,"[0.332313, 6.65337, 0.755902, 0.601237, 0.287189, 0.371263, -0.646684, -10.4283, 3.23953, 0.938309, -3.31169, 0.408218, 0.182533]","[0.6037070588235294, 0.6048023529411765, 0.6019588235294118, 0.6019258823529412]","[-0.286617, 6.80659, 0.821296, 0.624774, 0.239104, 0.433144, -0.604047, -10.1592, 1.89221, 1.22264, -2.86069, 0.249846, 0.164131]","[-0.279114, 6.80177, 0.822592, 0.624774, 0.239104, 0.433144, -0.604047, -9.91209, 1.74122, 1.26188, -2.86069, 0.249846, 0.164131]",25.02,0.05999999999999872
417,"[-0.279114, 6.80177, 0.822592, 0.624774, 0.239104, 0.433144, -0.604047, -9.91209, 1.74122, 1.26188, -2.86069, 0.249846, 0.164131]","[0.60022, 0.6010129411764705, 0.5979964705882354, 0.5990694117647059]","[-0.858902, 6.86593, 0.904836, 0.64158, 0.197526, 0.477528, -0.566855, -9.38652, 0.427672, 1.46369, -2.10966, 0.0544731, 0.1509]","[-0.851335, 6.86246, 0.905549, 0.64158, 0.197526, 0.477528, -0.566855, -9.13973, 0.321532, 1.48422, -2.10966, 0.0544731, 0.1509]",25.08,0.05999999999999872
418,"[-0.851335, 6.86246, 0.905549, 0.64158, 0.197526, 0.477528, -0.566855, -9.13973, 0.321532, 1.48422, -2.10966, 0.0544731, 0.1509]","[0.5973988235294118, 0.598395294117647, 0.5951447058823529, 0.5970541176470588]","[-1.37892, 6.84312, 0.999069, 0.653379, 0.168189, 0.502206, -0.540923, -8.43588, -0.935779, 1.62311, -1.19091, -0.12106, 0.142613]","[-1.37174, 6.84105, 0.999291, 0.653379, 0.168189, 0.502206, -0.540923, -8.20365, -0.996281, 1.62815, -1.19091, -0.12106, 0.142613]",25.14,0.060000000000002274
419,"[-1.37174, 6.84105, 0.999291, 0.653379, 0.168189, 0.502206, -0.540923, -8.20365, -0.996281, 1.62815, -1.19091, -0.12106, 0.142613]","[0.5943670588235295, 0.5955094117647058, 0.592550588235294, 0.5947658823529411]","[-1.8399, 6.74432, 1.10036, 0.661967, 0.153376, 0.508997, -0.528392, -7.40617, -2.20089, 1.73714, -0.339373, -0.248744, 0.138553]","[-1.83344, 6.74359, 1.1002, 0.661967, 0.153376, 0.508997, -0.528392, -7.19908, -2.21786, 1.72998, -0.339373, -0.248744, 0.138553]",25.2,0.05999999999999872
420,"[-1.83344, 6.74359, 1.1002, 0.661967, 0.153376, 0.508997, -0.528392, -7.19908, -2.21786, 1.72998, -0.339373, -0.248744, 0.138553]","[0.5896211764705882, 0.5906082352941177, 0.5885894117647058, 0.5905235294117647]","[-2.24038, 6.57474, 1.20732, 0.668458, 0.151328, 0.502274, -0.527242, -6.38051, -3.38657, 1.84176, 0.287131, -0.319418, 0.138566]","[-2.23484, 6.57528, 1.20683, 0.668458, 0.151328, 0.502274, -0.527242, -6.20433, -3.3625, 1.82398, 0.287131, -0.319418, 0.138566]",25.26,0.060000000000002274
421,"[-2.23484, 6.57528, 1.20683, 0.668458, 0.151328, 0.502274, -0.527242, -6.20433, -3.3625, 1.82398, 0.287131, -0.319418, 0.138566]","[0.5832141176470589, 0.583884705882353, 0.5832329411764706, 0.5845658823529413]","[-2.58282, 6.33842, 1.32028, 0.67338, 0.157936, 0.487175, -0.533175, -5.41606, -4.51132, 1.96061, 0.633909, -0.34239, 0.143039]","[-2.57827, 6.34016, 1.31946, 0.67338, 0.157936, 0.487175, -0.533175, -5.27217, -4.44791, 1.9319, 0.633909, -0.34239, 0.143039]",25.32,0.05999999999999872
422,"[-2.57827, 6.34016, 1.31946, 0.67338, 0.157936, 0.487175, -0.533175, -5.27217, -4.44791, 1.9319, 0.633909, -0.34239, 0.143039]","[0.575535294117647, 0.575824705882353, 0.5766494117647059, 0.5773294117647059]","[-2.87201, 6.03855, 1.4404, 0.677439, 0.168028, 0.468679, -0.541464, -4.54182, -5.58537, 2.10246, 0.691755, -0.347432, 0.151933]","[-2.8684, 6.04145, 1.43922, 0.677439, 0.168028, 0.468679, -0.541464, -4.42822, -5.48398, 2.06157, 0.691755, -0.347432, 0.151933]",25.38,0.05999999999999872
423,"[-2.8684, 6.04145, 1.43922, 0.677439, 0.168028, 0.468679, -0.541464, -4.42822, -5.48398, 2.06157, 0.691755, -0.347432, 0.151933]","[0.5678117647058823, 0.5676164705882353, 0.5697564705882353, 0.5698823529411765]","[-3.1134, 5.678, 1.56898, 0.682208, 0.175449, 0.451445, -0.54773, -3.7584, -6.60994, 2.2658, 0.440992, -0.378959, 0.163489]","[-3.11062, 5.68201, 1.5674, 0.682208, 0.175449, 0.451445, -0.54773, -3.67121, -6.47266, 2.21186, 0.440992, -0.378959, 0.163489]",25.44,0.060000000000002274
424,"[-3.11062, 5.68201, 1.5674, 0.682208, 0.175449, 0.451445, -0.54773, -3.67121, -6.47266, 2.21186, 0.440992, -0.378959, 0.163489]","[0.5613458823529411, 0.5604694117647059, 0.5634117647058823, 0.5630847058823529]","[-3.31152, 5.2598, 1.70711, 0.690035, 0.173298, 0.439578, -0.548261, -3.03843, -7.57808, 2.44574, -0.105351, -0.470894, 0.174803]","[-3.30944, 5.26481, 1.70514, 0.690035, 0.173298, 0.439578, -0.548261, -2.9736, -7.40873, 2.37925, -0.105351, -0.470894, 0.174803]",25.5,0.05999999999999872
425,"[-3.30944, 5.26481, 1.70514, 0.690035, 0.173298, 0.439578, -0.548261, -2.9736, -7.40873, 2.37925, -0.105351, -0.470894, 0.174803]","[0.5569870588235295, 0.5553741176470588, 0.5584035294117647, 0.5577023529411765]","[-3.46846, 4.78751, 1.8557, 0.702926, 0.155279, 0.435796, -0.540245, -2.33094, -8.47491, 2.63899, -0.862588, -0.628609, 0.184315]","[-3.46698, 4.79335, 1.8534, 0.702926, 0.155279, 0.435796, -0.540245, -2.28575, -8.27954, 2.56208, -0.862588, -0.628609, 0.184315]",25.56,0.05999999999999872
426,"[-3.46698, 4.79335, 1.8534, 0.702926, 0.155279, 0.435796, -0.540245, -2.28575, -8.27954, 2.56208, -0.862588, -0.628609, 0.184315]","[0.5549752941176471, 0.55284, 0.5554082352941176, 0.5544058823529411]","[-3.58289, 4.26574, 2.01562, 0.721121, 0.117257, 0.440614, -0.521627, -1.57231, -9.27586, 2.84382, -1.70333, -0.827313, 0.193288]","[-3.58198, 4.27218, 2.01309, 0.721121, 0.117257, 0.440614, -0.521627, -1.54547, -9.06241, 2.76012, -1.70333, -0.827313, 0.193288]",25.62,0.060000000000002274
427,"[-3.58198, 4.27218, 2.01309, 0.721121, 0.117257, 0.440614, -0.521627, -1.54547, -9.06241, 2.76012, -1.70333, -0.827313, 0.193288]","[0.5552635294117647, 0.553004705882353, 0.5549258823529412, 0.5536623529411765]","[-3.64974, 3.70085, 2.18767, 0.742563, 0.0579955, 0.451945, -0.4909, -0.700974, -9.94318, 3.05498, -2.49938, -1.05268, 0.204215]","[-3.64936, 3.70762, 2.18505, 0.742563, 0.0579955, 0.451945, -0.4909, -0.691107, -9.72047, 2.96936, -2.49938, -1.05268, 0.204215]",25.68,0.05999999999999872
428,"[-3.64936, 3.70762, 2.18505, 0.742563, 0.0579955, 0.451945, -0.4909, -0.691107, -9.72047, 2.96936, -2.49938, -1.05268, 0.204215]","[0.5580576470588235, 0.5559576470588236, 0.5570870588235294, 0.5557188235294117]","[-3.66069, 3.10187, 2.37212, 0.763467, -0.0208273, 0.465513, -0.447194, 0.327302, -10.4236, 3.25815, -3.15771, -1.29077, 0.218512]","[-3.66075, 3.10872, 2.36959, 0.763467, -0.0208273, 0.465513, -0.447194, 0.323661, -10.1991, 3.17605, -3.15771, -1.29077, 0.218512]",25.74,0.05999999999999872
429,"[-3.66075, 3.10872, 2.36959, 0.763467, -0.0208273, 0.465513, -0.447194, 0.323661, -10.1991, 3.17605, -3.15771, -1.29077, 0.218512]","[0.5635023529411765, 0.5617764705882353, 0.5618517647058824, 0.5604670588235293]","[-3.60553, 2.48154, 2.56808, 0.779319, -0.114664, 0.476362, -0.390632, 1.5259, -10.6516, 3.42646, -3.62142, -1.50452, 0.236444]","[-3.60586, 2.48834, 2.56577, 0.779319, -0.114664, 0.476362, -0.390632, 1.51427, -10.4288, 3.35214, -3.62142, -1.50452, 0.236444]",25.8,0.060000000000002274
430,"[-3.60586, 2.48834, 2.56577, 0.779319, -0.114664, 0.476362, -0.390632, 1.51427, -10.4288, 3.35214, -3.62142, -1.50452, 0.236444]","[0.5711341176470588, 0.5700623529411765, 0.5690282352941176, 0.5675435294117647]","[-3.47432, 1.85682, 2.77257, 0.786215, -0.216652, 0.480334, -0.322812, 2.86788, -10.5618, 3.52083, -3.86389, -1.66993, 0.256827]","[-3.47478, 1.86362, 2.77053, 0.786215, -0.216652, 0.480334, -0.322812, 2.85227, -10.3384, 3.45516, -3.86389, -1.66993, 0.256827]",25.86,0.05999999999999872
431,"[-3.47478, 1.86362, 2.77053, 0.786215, -0.216652, 0.480334, -0.322812, 2.85227, -10.3384, 3.45516, -3.86389, -1.66993, 0.256827]","[0.5802411764705883, 0.5799352941176471, 0.57778, 0.576189411764706]","[-3.2601, 1.24851, 2.97986, 0.782157, -0.319082, 0.474873, -0.246805, 4.28543, -10.1065, 3.49712, -3.89422, -1.78391, 0.277237]","[-3.26071, 1.25544, 2.97801, 0.782157, -0.319082, 0.474873, -0.246805, 4.2637, -9.87798, 3.4371, -3.89422, -1.78391, 0.277237]",25.92,0.060000000000002274
432,"[-3.26071, 1.25544, 2.97801, 0.782157, -0.319082, 0.474873, -0.246805, 4.2637, -9.87798, 3.4371, -3.89422, -1.78391, 0.277237]","[0.5903905882352941, 0.5907705882352942, 0.5875541176470588, 0.5859082352941176]","[-2.96139, 0.679408, 3.18145, 0.767548, -0.415292, 0.459096, -0.166232, 5.67858, -9.27252, 3.31724, -3.76201, -1.87323, 0.296436]","[-2.9624, 0.686543, 3.17966, 0.767548, -0.415292, 0.459096, -0.166232, 5.6418, -9.03788, 3.25853, -3.76201, -1.87323, 0.296436]",25.98,0.05999999999999872
433,"[-2.9624, 0.686543, 3.17966, 0.767548, -0.415292, 0.459096, -0.166232, 5.6418, -9.03788, 3.25853, -3.76201, -1.87323, 0.296436]","[0.5996705882352941, 0.6004129411764706, 0.5966105882352941, 0.5950352941176471]","[-2.58369, 0.171566, 3.36696, 0.744126, -0.500998, 0.433816, -0.0841513, 6.9315, -8.0916, 2.95973, -3.55171, -1.92916, 0.315012]","[-2.58545, 0.178756, 3.36515, 0.744126, -0.500998, 0.433816, -0.0841513, 6.8687, -7.85659, 2.90017, -3.55171, -1.92916, 0.315012]",26.04,0.05999999999999872
434,"[-2.58545, 0.178756, 3.36515, 0.744126, -0.500998, 0.433816, -0.0841513, 6.8687, -7.85659, 2.90017, -3.55171, -1.92916, 0.315012]","[0.6038458823529412, 0.604815294117647, 0.6011058823529412, 0.5993964705882353]","[-2.13926, -0.256498, 3.52554, 0.713863, -0.57367, 0.401609, -0.00353575, 7.94563, -6.63216, 2.42615, -3.26966, -1.90441, 0.332235]","[-2.14201, -0.249572, 3.52373, 0.713863, -0.57367, 0.401609, -0.00353575, 7.84952, -6.40795, 2.36715, -3.26966, -1.90441, 0.332235]",26.1,0.060000000000002274
435,"[-2.14201, -0.249572, 3.52373, 0.713863, -0.57367, 0.401609, -0.00353575, 7.84952, -6.40795, 2.36715, -3.26966, -1.90441, 0.332235]","[0.6059870588235294, 0.6074317647058823, 0.6038823529411764, 0.6018929411764705]","[-1.64492, -0.591451, 3.64728, 0.680063, -0.631022, 0.366336, 0.0715829, 8.66028, -4.98586, 1.7389, -2.82768, -1.77688, 0.344941]","[-1.64874, -0.585191, 3.64559, 0.680063, -0.631022, 0.366336, 0.0715829, 8.52992, -4.78558, 1.68467, -2.82768, -1.77688, 0.344941]",26.16,0.05999999999999872
436,"[-1.64874, -0.585191, 3.64559, 0.680063, -0.631022, 0.366336, 0.0715829, 8.52992, -4.78558, 1.68467, -2.82768, -1.77688, 0.344941]","[0.6054058823529411, 0.6075223529411765, 0.6038082352941176, 0.6018105882352941]","[-1.11932, -0.825875, 3.7244, 0.647957, -0.671503, 0.332363, 0.137004, 9.0641, -3.25014, 0.93919, -2.21115, -1.56791, 0.349374]","[-1.12406, -0.820649, 3.723, 0.647957, -0.671503, 0.332363, 0.137004, 8.90485, -3.08541, 0.895313, -2.21115, -1.56791, 0.349374]",26.22,0.05999999999999872
437,"[-1.12406, -0.820649, 3.723, 0.647957, -0.671503, 0.332363, 0.137004, 8.90485, -3.08541, 0.895313, -2.21115, -1.56791, 0.349374]","[0.602424705882353, 0.6049964705882354, 0.6008376470588236, 0.5991541176470588]","[-0.57989, -0.957789, 3.7521, 0.62322, -0.695275, 0.303189, 0.19044, 9.1926, -1.50998, 0.0811911, -1.48094, -1.35031, 0.342647]","[-0.585272, -0.953856, 3.75115, 0.62322, -0.695275, 0.303189, 0.19044, 9.01378, -1.38852, 0.052932, -1.48094, -1.35031, 0.342647]",26.28,0.060000000000002274
438,"[-0.585272, -0.953856, 3.75115, 0.62322, -0.695275, 0.303189, 0.19044, 9.01378, -1.38852, 0.052932, -1.48094, -1.35031, 0.342647]","[0.5946541176470589, 0.5970835294117647, 0.5921329411764705, 0.5911164705882354]","[-0.0406768, -0.989282, 3.72895, 0.609962, -0.70383, 0.280576, 0.23205, 9.11169, 0.177992, -0.777521, -0.727731, -1.16769, 0.3229]","[-0.0463977, -0.986764, 3.72857, 0.609962, -0.70383, 0.280576, 0.23205, 8.92332, 0.252771, -0.786562, -0.727731, -1.16769, 0.3229]",26.34,0.05999999999999872
439,"[-0.0463977, -0.986764, 3.72857, 0.609962, -0.70383, 0.280576, 0.23205, 8.92332, 0.252771, -0.786562, -0.727731, -1.16769, 0.3229]","[0.5828435294117648, 0.5847952941176471, 0.5786152941176471, 0.5782776470588235]","[0.488631, -0.924628, 3.65673, 0.609195, -0.699602, 0.264868, 0.263219, 8.89581, 1.78694, -1.5862, -0.0612133, -1.00685, 0.289087]","[0.482836, -0.923552, 3.65698, 0.609195, -0.699602, 0.264868, 0.263219, 8.70613, 1.81454, -1.57473, -0.0612133, -1.00685, 0.289087]",26.4,0.05999999999999872
440,"[0.482836, -0.923552, 3.65698, 0.609195, -0.699602, 0.264868, 0.263219, 8.70613, 1.81454, -1.57473, -0.0612133, -1.00685, 0.289087]","[0.5682082352941177, 0.5696811764705882, 0.5619270588235293, 0.5619058823529413]","[1.00253, -0.768941, 3.53972, 0.61935, -0.685338, 0.255733, 0.285164, 8.61211, 3.30739, -2.30875, 0.484794, -0.839302, 0.242521]","[0.996847, -0.769283, 3.54057, 0.61935, -0.685338, 0.255733, 0.285164, 8.42667, 3.2887, -2.27775, 0.484794, -0.839302, 0.242521]",26.46,0.060000000000002274
441,"[0.996847, -0.769283, 3.54057, 0.61935, -0.685338, 0.255733, 0.285164, 8.42667, 3.2887, -2.27775, 0.484794, -0.839302, 0.242521]","[0.551384705882353, 0.5525976470588235, 0.5433788235294117, 0.543404705882353]","[1.49903, -0.527554, 3.3837, 0.638672, -0.662636, 0.252753, 0.298541, 8.31572, 4.73769, -2.92455, 0.977862, -0.677746, 0.187692]","[1.49356, -0.529274, 3.38508, 0.638672, -0.662636, 0.252753, 0.298541, 8.13741, 4.67408, -2.87678, 0.977862, -0.677746, 0.187692]",26.52,0.05999999999999872
