,state_in,input_in,state_pred,state_out,timestamp,dt
442,"[1.49356, -0.529274, 3.38508, 0.638672, -0.662636, 0.252753, 0.298541, 8.13741, 4.67408, -2.87678, 0.977862, -0.677746, 0.187692]","[0.5339352941176471, 0.5350305882352941, 0.5249658823529412, 0.5251670588235294]","[1.97896, -0.205796, 3.19532, 0.667024, -0.630468, 0.255238, 0.304043, 8.05167, 6.07745, -3.42061, 1.5221, -0.592219, 0.129759]","[1.97372, -0.208845, 3.19712, 0.667024, -0.630468, 0.255238, 0.304043, 7.88101, 5.97059, -3.3599, 1.5221, -0.592219, 0.129759]",26.58,0.05999999999999872
443,"[1.97372, -0.208845, 3.19712, 0.667024, -0.630468, 0.255238, 0.304043, 7.88101, 5.97059, -3.3599, 1.5221, -0.592219, 0.129759]","[0.51676, 0.5176023529411764, 0.50738, 0.5081870588235294]","[2.44547, 0.190884, 2.982, 0.705644, -0.5848, 0.261789, 0.302557, 7.85776, 7.32154, -3.78076, 2.19434, -0.637415, 0.0711232]","[2.44042, 0.186586, 2.98408, 0.705644, -0.5848, 0.261789, 0.302557, 7.69318, 7.17442, -3.71176, 2.19434, -0.637415, 0.0711232]",26.64,0.060000000000002274
444,"[2.44042, 0.186586, 2.98408, 0.705644, -0.5848, 0.261789, 0.302557, 7.69318, 7.17442, -3.71176, 2.19434, -0.637415, 0.0711232]","[0.5006188235294118, 0.5011635294117648, 0.4911258823529412, 0.49278]","[2.90367, 0.656491, 2.75232, 0.754967, -0.519947, 0.269996, 0.294588, 7.76587, 8.45318, -3.98094, 2.97577, -0.819534, 0.0105429]","[2.89874, 0.65112, 2.75452, 0.754967, -0.519947, 0.269996, 0.294588, 7.60436, 8.27239, -3.90854, 2.97577, -0.819534, 0.0105429]",26.7,0.05999999999999872
445,"[2.89874, 0.65112, 2.75452, 0.754967, -0.519947, 0.269996, 0.294588, 7.60436, 8.27239, -3.90854, 2.97577, -0.819534, 0.0105429]","[0.4859917647058824, 0.48631294117647056, 0.47662823529411763, 0.47896]","[3.36028, 1.18368, 2.51638, 0.812273, -0.430829, 0.276135, 0.279909, 7.79928, 9.4363, -3.99505, 3.77589, -1.11687, -0.0552451]","[3.35537, 1.17759, 2.51861, 0.812273, -0.430829, 0.276135, 0.279909, 7.63835, 9.23451, -3.92178, 3.77589, -1.11687, -0.0552451]",26.76,0.060000000000002274
446,"[3.35537, 1.17759, 2.51861, 0.812273, -0.430829, 0.276135, 0.279909, 7.63835, 9.23451, -3.92178, 3.77589, -1.11687, -0.0552451]","[0.4727258823529411, 0.47296470588235295, 0.4638729411764706, 0.46648588235294114]","[3.82301, 1.76265, 2.28576, 0.87111, -0.314565, 0.275576, 0.257438, 7.96621, 10.2129, -3.80786, 4.52623, -1.48766, -0.129693]","[3.81815, 1.75635, 2.28812, 0.87111, -0.314565, 0.275576, 0.257438, 7.8077, 10.0071, -3.72847, 4.52623, -1.48766, -0.129693]",26.82,0.05999999999999872
447,"[3.81815, 1.75635, 2.28812, 0.87111, -0.314565, 0.275576, 0.257438, 7.8077, 10.0071, -3.72847, 4.52623, -1.48766, -0.129693]","[0.4604247058823529, 0.4609364705882353, 0.4526647058823529, 0.45513411764705886]","[4.29972, 2.37978, 2.07275, 0.922066, -0.171638, 0.263569, 0.225534, 8.25409, 10.7079, -3.4277, 5.16628, -1.89809, -0.215167]","[4.29513, 2.37366, 2.07568, 0.922066, -0.171638, 0.263569, 0.225534, 8.10621, 10.508, -3.32622, 5.16628, -1.89809, -0.215167]",26.88,0.05999999999999872
448,"[4.29513, 2.37366, 2.07568, 0.922066, -0.171638, 0.263569, 0.225534, 8.10621, 10.508, -3.32622, 5.16628, -1.89809, -0.215167]","[0.44883882352941173, 0.44997176470588235, 0.4427964705882353, 0.4447788235294117]","[4.79712, 3.0163, 1.88878, 0.954303, -0.00789931, 0.236155, 0.182958, 8.62441, 10.8399, -2.89693, 5.59261, -2.3049, -0.311226]","[4.79308, 3.01012, 1.89285, 0.954303, -0.00789931, 0.236155, 0.182958, 8.49537, 10.6342, -2.75663, 5.59261, -2.3049, -0.311226]",26.94,0.060000000000002274
449,"[4.79308, 3.01012, 1.89285, 0.954303, -0.00789931, 0.236155, 0.182958, 8.49537, 10.6342, -2.75663, 5.59261, -2.3049, -0.311226]","[0.4383164705882353, 0.44036, 0.4347094117647059, 0.43577647058823527]","[5.31871, 3.64754, 1.74154, 0.958765, 0.163502, 0.192594, 0.130173, 9.00895, 10.5431, -2.29989, 5.66227, -2.5949, -0.411462]","[5.31517, 3.64044, 1.74675, 0.958765, 0.163502, 0.192594, 0.130173, 8.89335, 10.3023, -2.12559, 5.66227, -2.5949, -0.411462]",27.0,0.05999999999999872
450,"[5.31517, 3.64044, 1.74675, 0.958765, 0.163502, 0.192594, 0.130173, 8.89335, 10.3023, -2.12559, 5.66227, -2.5949, -0.411462]","[0.43006, 0.4333670588235294, 0.4298176470588235, 0.42922]","[5.86233, 4.24524, 1.63113, 0.933279, 0.323826, 0.138277, 0.0707504, 9.31707, 9.80379, -1.75877, 5.26411, -2.6141, -0.502026]","[5.85866, 4.23661, 1.63657, 0.933279, 0.323826, 0.138277, 0.0707504, 9.19335, 9.5137, -1.58374, 5.26411, -2.6141, -0.502026]",27.06,0.05999999999999872
451,"[5.85866, 4.23661, 1.63657, 0.933279, 0.323826, 0.138277, 0.0707504, 9.19335, 9.5137, -1.58374, 5.26411, -2.6141, -0.502026]","[0.4260023529411765, 0.43063999999999997, 0.42973882352941173, 0.42674352941176474]","[6.41941, 4.78369, 1.54829, 0.886095, 0.455635, 0.0842501, 0.011596, 9.46634, 8.69203, -1.39614, 4.40214, -2.27037, -0.566125]","[6.41497, 4.77405, 1.55283, 0.886095, 0.455635, 0.0842501, 0.011596, 9.31578, 8.37456, -1.2544, 4.40214, -2.27037, -0.566125]",27.12,0.060000000000002274
452,"[6.41497, 4.77405, 1.55283, 0.886095, 0.455635, 0.0842501, 0.011596, 9.31578, 8.37456, -1.2544, 4.40214, -2.27037, -0.566125]","[0.4280717647058823, 0.4334470588235294, 0.4355564705882353, 0.43005764705882354]","[6.978, 5.24578, 1.47796, 0.833264, 0.549853, 0.0422582, -0.0393394, 9.42404, 7.34052, -1.27401, 3.20367, -1.61988, -0.593265]","[6.97268, 5.23625, 1.4812, 0.833264, 0.549853, 0.0422582, -0.0393394, 9.24614, 7.03236, -1.1739, 3.20367, -1.61988, -0.593265]",27.18,0.05999999999999872
453,"[6.97268, 5.23625, 1.4812, 0.833264, 0.549853, 0.0422582, -0.0393394, 9.24614, 7.03236, -1.1739, 3.20367, -1.61988, -0.593265]","[0.43735529411764706, 0.4422894117647059, 0.4474211764705882, 0.44025764705882353]","[7.52716, 5.62328, 1.40556, 0.79068, 0.607093, 0.0190301, -0.0768172, 9.21852, 5.87183, -1.368, 1.88784, -0.869763, -0.585825]","[7.52131, 5.61472, 1.40782, 0.79068, 0.607093, 0.0190301, -0.0768172, 9.02516, 5.59812, -1.29744, 1.88784, -0.869763, -0.585825]",27.24,0.05999999999999872
454,"[7.52131, 5.61472, 1.40782, 0.79068, 0.607093, 0.0190301, -0.0768172, 9.02516, 5.59812, -1.29744, 1.88784, -0.869763, -0.585825]","[0.45438470588235297, 0.4576952941176471, 0.46526235294117646, 0.45804941176470587]","[8.05963, 5.91292, 1.32113, 0.766711, 0.633853, 0.0136087, -0.100991, 8.91049, 4.34993, -1.59885, 0.712987, -0.304662, -0.55619]","[8.05364, 5.90572, 1.3229, 0.766711, 0.633853, 0.0136087, -0.100991, 8.71449, 4.12152, -1.54187, 0.712987, -0.304662, -0.55619]",27.3,0.060000000000002274
455,"[8.05364, 5.90572, 1.3229, 0.766711, 0.633853, 0.0136087, -0.100991, 8.71449, 4.12152, -1.54187, 0.712987, -0.304662, -0.55619]","[0.4792976470588235, 0.4803070588235294, 0.4891305882352941, 0.48384235294117645]","[8.57182, 6.1128, 1.22016, 0.760563, 0.638335, 0.0186032, -0.117161, 8.5561, 2.78992, -1.87696, -0.125215, -0.124028, -0.517344]","[8.56597, 6.10709, 1.22183, 0.760563, 0.638335, 0.0186032, -0.117161, 8.36578, 2.61083, -1.82219, -0.125215, -0.124028, -0.517344]",27.36,0.05999999999999872
456,"[8.56597, 6.10709, 1.22183, 0.760563, 0.638335, 0.0186032, -0.117161, 8.36578, 2.61083, -1.82219, -0.125215, -0.124028, -0.517344]","[0.5116094117647059, 0.5104741176470589, 0.5192247058823529, 0.5171847058823529]","[9.06248, 6.22083, 1.10291, 0.766054, 0.628532, 0.0246347, -0.132294, 8.18385, 1.18971, -2.12762, -0.567815, -0.290497, -0.476353]","[9.05691, 6.21666, 1.10465, 0.766054, 0.628532, 0.0246347, -0.132294, 8.00247, 1.06172, -2.06974, -0.567815, -0.290497, -0.476353]",27.42,0.060000000000002274
457,"[9.05691, 6.21666, 1.10465, 0.766054, 0.628532, 0.0246347, -0.132294, 8.00247, 1.06172, -2.06974, -0.567815, -0.290497, -0.476353]","[0.5495494117647058, 0.5473882352941176, 0.5551788235294118, 0.5560294117647059]","[9.53078, 6.23469, 0.973, 0.776315, 0.611521, 0.0252775, -0.150794, 7.79012, -0.449535, -2.29973, -0.684917, -0.588432, -0.43529]","[9.52549, 6.2321, 0.974863, 0.776315, 0.611521, 0.0252775, -0.150794, 7.61811, -0.526037, -2.23817, -0.684917, -0.588432, -0.43529]",27.48,0.05999999999999872
458,"[9.52549, 6.2321, 0.974863, 0.776315, 0.611521, 0.0252775, -0.150794, 7.61811, -0.526037, -2.23817, -0.684917, -0.588432, -0.43529]","[0.5903, 0.5884882352941176, 0.5951729411764707, 0.5973352941176471]","[9.97477, 6.15231, 0.836123, 0.786444, 0.592614, 0.0189972, -0.17307, 7.35122, -2.11938, -2.36656, -0.612453, -0.822755, -0.395106]","[9.96977, 6.15127, 0.838048, 0.786444, 0.592614, 0.0189972, -0.17307, 7.18874, -2.14522, -2.30343, -0.612453, -0.822755, -0.395106]",27.54,0.05999999999999872
459,"[9.96977, 6.15127, 0.838048, 0.786444, 0.592614, 0.0189972, -0.17307, 7.18874, -2.14522, -2.30343, -0.612453, -0.822755, -0.395106]","[0.63166, 0.6308682352941176, 0.6367423529411764, 0.6387964705882353]","[10.3909, 5.97217, 0.698747, 0.794085, 0.574818, 0.00733653, -0.197384, 6.84064, -3.80664, -2.32151, -0.474727, -0.946864, -0.356809]","[10.3862, 5.97264, 0.70064, 0.794085, 0.574818, 0.00733653, -0.197384, 6.6889, -3.78326, -2.25995, -0.474727, -0.946864, -0.356809]",27.6,0.060000000000002274
460,"[10.3862, 5.97264, 0.70064, 0.794085, 0.574818, 0.00733653, -0.197384, 6.6889, -3.78326, -2.25995, -0.474727, -0.946864, -0.356809]","[0.6719176470588235, 0.6719094117647059, 0.6773164705882353, 0.67882]","[10.7744, 5.69361, 0.56726, 0.798731, 0.558998, -0.00828838, -0.222443, 6.23784, -5.4959, -2.17035, -0.340989, -1.04012, -0.320862]","[10.7701, 5.69554, 0.569025, 0.798731, 0.558998, -0.00828838, -0.222443, 6.09906, -5.42494, -2.11349, -0.340989, -1.04012, -0.320862]",27.66,0.05999999999999872
461,"[10.7701, 5.69554, 0.569025, 0.798731, 0.558998, -0.00828838, -0.222443, 6.09906, -5.42494, -2.11349, -0.340989, -1.04012, -0.320862]","[0.7100882352941177, 0.7101952941176471, 0.7153141176470588, 0.716629411764706]","[11.1192, 5.31694, 0.447542, 0.800562, 0.544518, -0.0284541, -0.24858, 5.52471, -7.16871, -1.92309, -0.228745, -1.2052, -0.287466]","[11.1153, 5.32027, 0.449095, 0.800562, 0.544518, -0.0284541, -0.24858, 5.4016, -7.05223, -1.87352, -0.228745, -1.2052, -0.287466]",27.72,0.05999999999999872
462,"[11.1153, 5.32027, 0.449095, 0.800562, 0.544518, -0.0284541, -0.24858, 5.4016, -7.05223, -1.87352, -0.228745, -1.2052, -0.287466]","[0.7454682352941177, 0.7451658823529412, 0.7499423529411765, 0.7515941176470589]","[11.4182, 4.84378, 0.344908, 0.799504, 0.529965, -0.0554044, -0.277238, 4.67732, -8.79921, -1.58914, -0.130093, -1.4879, -0.257081]","[11.4149, 4.84842, 0.346194, 0.799504, 0.529965, -0.0554044, -0.277238, 4.57271, -8.64042, -1.54853, -0.130093, -1.4879, -0.257081]",27.78,0.060000000000002274
463,"[11.4149, 4.84842, 0.346194, 0.799504, 0.529965, -0.0554044, -0.277238, 4.57271, -8.64042, -1.54853, -0.130093, -1.4879, -0.257081]","[0.7773788235294117, 0.7765517647058824, 0.7808235294117647, 0.7830376470588236]","[11.6625, 4.27755, 0.2642, 0.794859, 0.513786, -0.0913402, -0.309646, 3.66267, -10.3494, -1.17711, -0.0356137, -1.84965, -0.230217]","[11.6599, 4.28336, 0.265195, 0.794859, 0.513786, -0.0913402, -0.309646, 3.57922, -10.1532, -1.14602, -0.0356137, -1.84965, -0.230217]",27.84,0.05999999999999872
464,"[11.6599, 4.28336, 0.265195, 0.794859, 0.513786, -0.0913402, -0.309646, 3.57922, -10.1532, -1.14602, -0.0356137, -1.84965, -0.230217]","[0.805264705882353, 0.8042, 0.8079011764705882, 0.8104482352941177]","[11.8412, 3.62428, 0.209754, 0.785549, 0.494772, -0.13658, -0.34563, 2.44542, -11.768, -0.698092, 0.0507441, -2.19069, -0.206721]","[11.8393, 3.63107, 0.210472, 0.785549, 0.494772, -0.13658, -0.34563, 2.38518, -11.541, -0.675922, 0.0507441, -2.19069, -0.206721]",27.9,0.05999999999999872
465,"[11.8393, 3.63107, 0.210472, 0.785549, 0.494772, -0.13658, -0.34563, 2.38518, -11.541, -0.675922, 0.0507441, -2.19069, -0.206721]","[0.8290635294117648, 0.8282435294117647, 0.8315470588235294, 0.8338835294117647]","[11.9415, 2.89328, 0.185132, 0.770934, 0.472221, -0.188779, -0.383446, 1.00264, -12.9953, -0.169356, 0.10213, -2.41656, -0.185556]","[11.9403, 2.90083, 0.185613, 0.770934, 0.472221, -0.188779, -0.383446, 0.966704, -12.7444, -0.154663, 0.10213, -2.41656, -0.185556]",27.96,0.060000000000002274
466,"[11.9403, 2.90083, 0.185613, 0.770934, 0.472221, -0.188779, -0.383446, 0.966704, -12.7444, -0.154663, 0.10213, -2.41656, -0.185556]","[0.8487329411764706, 0.8484752941176471, 0.851684705882353, 0.853295294117647]","[11.9498, 2.09746, 0.19273, 0.751659, 0.444474, -0.244368, -0.421588, -0.661851, -13.9703, 0.387059, 0.0292066, -2.57758, -0.167128]","[11.9493, 2.10558, 0.193027, 0.751659, 0.444474, -0.244368, -0.421588, -0.67345, -13.7018, 0.396032, 0.0292066, -2.57758, -0.167128]",28.02,0.05999999999999872
467,"[11.9493, 2.10558, 0.193027, 0.751659, 0.444474, -0.244368, -0.421588, -0.67345, -13.7018, 0.396032, 0.0292066, -2.57758, -0.167128]","[0.8638988235294117, 0.8635764705882353, 0.8663564705882353, 0.8674529411764706]","[11.8541, 1.2537, 0.233512, 0.728513, 0.407673, -0.301321, -0.460736, -2.49724, -14.6214, 0.943701, -0.1934, -2.82717, -0.152169]","[11.8543, 1.26222, 0.233692, 0.728513, 0.407673, -0.301321, -0.460736, -2.48624, -14.3402, 0.949356, -0.1934, -2.82717, -0.152169]",28.08,0.05999999999999872
468,"[11.8543, 1.26222, 0.233692, 0.728513, 0.407673, -0.301321, -0.460736, -2.48624, -14.3402, 0.949356, -0.1934, -2.82717, -0.152169]","[0.8605223529411765, 0.8593623529411765, 0.8611411764705883, 0.8625423529411765]","[11.6465, 0.383364, 0.306894, 0.700371, 0.358404, -0.359317, -0.501914, -4.41916, -14.8769, 1.47715, -0.443764, -3.15744, -0.139298]","[11.6473, 0.392173, 0.307071, 0.700371, 0.358404, -0.359317, -0.501914, -4.39072, -14.5867, 1.48343, -0.443764, -3.15744, -0.139298]",28.14,0.060000000000002274
469,"[11.6473, 0.392173, 0.307071, 0.700371, 0.358404, -0.359317, -0.501914, -4.39072, -14.5867, 1.48343, -0.443764, -3.15744, -0.139298]","[0.840110588235294, 0.8386305882352941, 0.8392576470588234, 0.8410270588235293]","[11.3245, -0.488363, 0.41103, 0.665074, 0.296983, -0.41716, -0.543558, -6.33063, -14.6879, 1.96361, -0.617243, -3.41587, -0.128702]","[11.3257, -0.479276, 0.411335, 0.665074, 0.296983, -0.41716, -0.543558, -6.29117, -14.3881, 1.97463, -0.617243, -3.41587, -0.128702]",28.2,0.05999999999999872
470,"[11.3257, -0.479276, 0.411335, 0.665074, 0.296983, -0.41716, -0.543558, -6.29117, -14.3881, 1.97463, -0.617243, -3.41587, -0.128702]","[0.8073670588235293, 0.8064988235294118, 0.8056811764705882, 0.8071658823529412]","[10.8914, -1.33437, 0.54239, 0.62234, 0.227152, -0.4712, -0.582293, -8.12783, -14.0502, 2.37071, -0.735832, -3.46703, -0.122105]","[10.8928, -1.32487, 0.542885, 0.62234, 0.227152, -0.4712, -0.582293, -8.07922, -13.7358, 2.3878, -0.735832, -3.46703, -0.122105]",28.26,0.060000000000002274
471,"[10.8928, -1.32487, 0.542885, 0.62234, 0.227152, -0.4712, -0.582293, -8.07922, -13.7358, 2.3878, -0.735832, -3.46703, -0.122105]","[0.7651764705882352, 0.7653682352941177, 0.7631717647058823, 0.7637270588235294]","[10.3571, -2.12876, 0.69533, 0.575251, 0.153851, -0.515735, -0.615982, -9.71259, -13.0161, 2.66917, -0.900426, -3.2487, -0.118581]","[10.3589, -2.11872, 0.695949, 0.575251, 0.153851, -0.515735, -0.615982, -9.64853, -12.6838, 2.68971, -0.900426, -3.2487, -0.118581]",28.32,0.05999999999999872
472,"[10.3589, -2.11872, 0.695949, 0.575251, 0.153851, -0.515735, -0.615982, -9.64853, -12.6838, 2.68971, -0.900426, -3.2487, -0.118581]","[0.7163729411764707, 0.7175952941176471, 0.7147505882352941, 0.7140082352941176]","[9.73705, -2.85044, 0.862808, 0.528736, 0.08142, -0.545156, -0.645456, -11.0098, -11.6867, 2.8515, -1.16889, -2.81557, -0.114955]","[9.73965, -2.83993, 0.863434, 0.528736, 0.08142, -0.545156, -0.645456, -10.9191, -11.3406, 2.87178, -1.16889, -2.81557, -0.114955]",28.38,0.05999999999999872
473,"[9.73965, -2.83993, 0.863434, 0.528736, 0.08142, -0.545156, -0.645456, -10.9191, -11.3406, 2.87178, -1.16889, -2.81557, -0.114955]","[0.6631600000000001, 0.6649517647058824, 0.6622, 0.6604294117647058]","[9.05069, -3.48569, 1.0381, 0.486694, 0.0126839, -0.556107, -0.673583, -11.9784, -10.1865, 2.93696, -1.52614, -2.28243, -0.108576]","[9.05435, -3.47504, 1.03868, 0.486694, 0.0126839, -0.556107, -0.673583, -11.852, -9.838, 2.95578, -1.52614, -2.28243, -0.108576]",28.44,0.060000000000002274
474,"[9.05435, -3.47504, 1.03868, 0.486694, 0.0126839, -0.556107, -0.673583, -11.852, -9.838, 2.95578, -1.52614, -2.28243, -0.108576]","[0.6064788235294118, 0.6083247058823529, 0.6061811764705882, 0.6039529411764706]","[8.3186, -4.02871, 1.21638, 0.450524, -0.051028, -0.54776, -0.703124, -12.6126, -8.63714, 2.96105, -1.92296, -1.74837, -0.0987624]","[8.32346, -4.01834, 1.21695, 0.450524, -0.051028, -0.54776, -0.703124, -12.447, -8.29978, 2.9803, -1.92296, -1.74837, -0.0987624]",28.5,0.05999999999999872
475,"[8.32346, -4.01834, 1.21695, 0.450524, -0.051028, -0.54776, -0.703124, -12.447, -8.29978, 2.9803, -1.92296, -1.74837, -0.0987624]","[0.5473858823529412, 0.5489788235294117, 0.5476576470588236, 0.5454447058823529]","[7.56053, -4.48062, 1.39517, 0.419378, -0.109409, -0.521041, -0.735302, -12.9331, -7.14088, 2.95882, -2.30779, -1.28068, -0.0866054]","[7.56654, -4.47088, 1.39584, 0.419378, -0.109409, -0.521041, -0.735302, -12.7302, -6.82609, 2.98172, -2.30779, -1.28068, -0.0866054]",28.56,0.05999999999999872
476,"[7.56654, -4.47088, 1.39584, 0.419378, -0.109409, -0.521041, -0.735302, -12.7302, -6.82609, 2.98172, -2.30779, -1.28068, -0.0866054]","[0.48707294117647054, 0.48827176470588235, 0.4877035294117647, 0.4858235294117647]","[6.79409, -4.84774, 1.57384, 0.391093, -0.162743, -0.478064, -0.769426, -12.9776, -5.77484, 2.95182, -2.63487, -0.919413, -0.0736853]","[6.80112, -4.83891, 1.57469, 0.391093, -0.162743, -0.478064, -0.769426, -12.7421, -5.49053, 2.98092, -2.63487, -0.919413, -0.0736853]",28.62,0.060000000000002274
477,"[6.80112, -4.83891, 1.57469, 0.391093, -0.162743, -0.478064, -0.769426, -12.7421, -5.49053, 2.98092, -2.63487, -0.919413, -0.0736853]","[0.4270364705882353, 0.42781176470588234, 0.42778823529411764, 0.4264223529411765]","[6.03416, -5.14006, 1.75244, 0.363318, -0.211496, -0.422135, -0.803163, -12.7935, -4.58969, 2.94325, -2.85275, -0.679772, -0.0608992]","[6.04203, -5.13228, 1.75351, 0.363318, -0.211496, -0.422135, -0.803163, -12.5315, -4.34054, 2.97938, -2.85275, -0.679772, -0.0608992]",28.68,0.05999999999999872
478,"[6.04203, -5.13228, 1.75351, 0.363318, -0.211496, -0.422135, -0.803163, -12.5315, -4.34054, 2.97938, -2.85275, -0.679772, -0.0608992]","[0.3692752941176471, 0.36969529411764707, 0.3700047058823529, 0.36922823529411763]","[5.29249, -5.36959, 1.93062, 0.33461, -0.255873, -0.357918, -0.833343, -12.434, -3.61053, 2.92054, -2.91166, -0.545667, -0.0485497]","[5.30101, -5.36294, 1.93187, 0.33461, -0.255873, -0.357918, -0.833343, -12.1518, -3.39864, 2.96252, -2.91166, -0.545667, -0.0485497]",28.74,0.05999999999999872
479,"[5.30101, -5.36294, 1.93187, 0.33461, -0.255873, -0.357918, -0.833343, -12.1518, -3.39864, 2.96252, -2.91166, -0.545667, -0.0485497]","[0.31523411764705883, 0.31546823529411766, 0.3158929411764706, 0.3156435294117647]","[4.57754, -5.54897, 2.10684, 0.30524, -0.295286, -0.291321, -0.857185, -11.9544, -2.83816, 2.8635, -2.76685, -0.465902, -0.0374699]","[4.5865, -5.54346, 2.10821, 0.30524, -0.295286, -0.291321, -0.857185, -11.6589, -2.66335, 2.90866, -2.76685, -0.465902, -0.0374699]",28.8,0.060000000000002274
480,"[4.5865, -5.54346, 2.10821, 0.30524, -0.295286, -0.291321, -0.857185, -11.6589, -2.66335, 2.90866, -2.76685, -0.465902, -0.0374699]","[0.2663470588235294, 0.2666647058823529, 0.2668976470588235, 0.26697529411764703]","[3.89446, -5.69006, 2.27831, 0.277771, -0.327226, -0.229484, -0.873558, -11.4079, -2.25231, 2.75456, -2.34801, -0.330508, -0.0261963]","[3.90363, -5.68561, 2.2797, 0.277771, -0.327226, -0.229484, -0.873558, -11.1068, -2.11196, 2.79981, -2.34801, -0.330508, -0.0261963]",28.86,0.05999999999999872
481,"[3.90363, -5.68561, 2.2797, 0.277771, -0.327226, -0.229484, -0.873558, -11.1068, -2.11196, 2.79981, -2.34801, -0.330508, -0.0261963]","[0.22320941176470588, 0.22411411764705882, 0.22473764705882351, 0.22475411764705883]","[3.2453, -5.80289, 2.44144, 0.256077, -0.348094, -0.179302, -0.883802, -10.8423, -1.8185, 2.58548, -1.69985, -0.0959636, -0.00874614]","[3.25445, -5.79938, 2.44277, 0.256077, -0.348094, -0.179302, -0.883802, -10.5435, -1.70758, 2.6288, -1.69985, -0.0959636, -0.00874614]",28.92,0.060000000000002274
482,"[3.25445, -5.79938, 2.44277, 0.256077, -0.348094, -0.179302, -0.883802, -10.5435, -1.70758, 2.6288, -1.69985, -0.0959636, -0.00874614]","[0.18559294117647057, 0.18707529411764706, 0.18957058823529413, 0.18935882352941177]","[2.62959, -5.89507, 2.59254, 0.242395, -0.356967, -0.143825, -0.890581, -10.2931, -1.49648, 2.35996, -1.04928, 0.137924, 0.0211035]","[2.63848, -5.89229, 2.5938, 0.242395, -0.356967, -0.143825, -0.890581, -10.0034, -1.40843, 2.40125, -1.04928, 0.137924, 0.0211035]",28.98,0.05999999999999872
483,"[2.63848, -5.89229, 2.5938, 0.242395, -0.356967, -0.143825, -0.890581, -10.0034, -1.40843, 2.40125, -1.04928, 0.137924, 0.0211035]","[0.15466117647058822, 0.15609294117647057, 0.16152823529411764, 0.16133647058823528]","[2.04526, -5.97175, 2.72856, 0.23595, -0.357058, -0.120796, -0.895682, -9.7786, -1.24995, 2.08972, -0.596526, 0.266989, 0.0664981]","[2.05376, -5.96951, 2.72979, 0.23595, -0.357058, -0.120796, -0.895682, -9.50231, -1.17852, 2.13015, -0.596526, 0.266989, 0.0664981]",29.04,0.05999999999999872
